Id,SalePrice
1461,128172.16291402352
1462,155904.07724157933
1463,191967.75952940813
1464,200198.24029101452
1465,200729.8593119954
1466,175500.4174589945
1467,175865.05797905236
1468,164179.4702828718
1469,194381.59202210605
1470,123187.6512309607
1471,192005.89004892562
1472,104069.58268627097
1473,102327.70647028761
1474,145817.90958711065
1475,111918.92953723727
1476,352623.0051278089
1477,243004.4520360204
1478,301748.9207523985
1479,294036.5568960346
1480,490536.9826036104
1481,318457.93507457315
1482,221472.30781295127
1483,180616.91734897645
1484,162741.3677641716
1485,190730.98032573532
1486,193596.41085682285
1487,337411.87291592243
1488,243757.26499444825
1489,193111.08770558605
1490,245082.806348716
1491,198792.2022907114
1492,95603.06323220894
1493,190514.19378365052
1494,287786.21475250873
1495,282635.8381946756
1496,234576.20392531375
1497,187295.3568056655
1498,176620.0713554041
1499,166264.16226635777
1500,166066.50277347938
1501,180160.68461159364
1502,150556.7346898543
1503,275126.67247866915
1504,242880.57592770495
1505,223535.0176373241
1506,190317.19618173543
1507,253303.32907630334
1508,217753.84019791946
1509,159974.51843397212
1510,143392.8035003534
1511,150635.09018506616
1512,176755.8921673916
1513,155244.83828281044
1514,147833.69060108488
1515,197698.18439544027
1516,151727.79593674312
1517,167246.66703029966
1518,134412.52318808262
1519,208504.49554339985
1520,128951.7716153758
1521,136270.98813667728
1522,179873.76512254716
1523,118756.47351751669
1524,133227.21356121215
1525,119752.19748599289
1526,112766.48460251714
1527,117979.9759774127
1528,136900.69439105084
1529,152997.10871474014
1530,184971.4506060189
1531,111427.69236896362
1532,99624.7131433502
1533,144355.13912260204
1534,129864.90957146484
1535,162473.91565852333
1536,111812.86647565334
1537,87757.28932007149
1538,145037.98895921075
1539,198738.3664322745
1540,91553.6316456798
1541,141593.80603155497
1542,150191.0767656408
1543,187388.4966934338
1544,89963.71035521849
1545,115716.74338548869
1546,137046.2953352342
1547,132138.81190736685
1548,146222.3114420935
1549,129995.14234913893
1550,137221.58033104148
1551,108251.84129538262
1552,144465.8164471461
1553,146225.52814921158
1554,115669.49926536382
1555,168711.3857896654
1556,83409.27871534297
1557,104506.95668671856
1558,101273.15316951826
1559,80652.15442718529
1560,135888.35762269117
1561,121486.49998665317
1562,135990.45404309535
1563,123398.66629866308
1564,168190.60395081513
1565,161485.85442287204
1566,240211.30782538877
1567,82548.7621166576
1568,238585.51834142886
1569,140988.24885180345
1570,143865.27323940242
1571,133049.2988209909
1572,144351.95025089028
1573,229656.6065912186
1574,117421.2488179314
1575,229291.08607774196
1576,243171.56254198938
1577,182011.30820169294
1578,143949.58021500864
1579,153305.5812545638
1580,197832.20271502
1581,161028.1368088149
1582,122852.63117773476
1583,280689.9778395255
1584,224423.97428505457
1585,132687.8197205696
1586,65837.69042455866
1587,108405.62864274824
1588,155364.1678965391
1589,100669.36194091351
1590,132971.08070533143
1591,94065.41828567338
1592,124385.50014409819
1593,120937.83846977745
1594,133686.31475377388
1595,128062.34255340094
1596,234188.30825389168
1597,200180.15559567985
1598,227046.31119773764
1599,165864.46459290417
1600,163753.41290039103
1601,78387.12628628184
1602,126406.83951191977
1603,73270.16343457147
1604,271569.4293398383
1605,236641.90165379274
1606,169409.15240620085
1607,180591.47417655034
1608,210472.07266950328
1609,178606.76140825535
1610,154180.9541525483
1611,141387.66983318143
1612,179245.78581499483
1613,174869.24867980526
1614,134316.20893209736
1615,100290.72038862974
1616,84165.37221193578
1617,101623.08186886754
1618,132872.9589041449
1619,137813.46984324188
1620,174036.44359506495
1621,144965.38651004992
1622,149919.78867669884
1623,259390.2828236005
1624,215136.37918118061
1625,118143.10828062256
1626,171665.32864201604
1627,197294.10904914065
1628,279862.2113325063
1629,182951.47411833337
1630,337917.39696090965
1631,229895.45268578423
1632,244145.53071420174
1633,174151.63318690305
1634,185835.58979716292
1635,174238.50317054617
1636,152453.19632816414
1637,209581.2791266066
1638,182152.0764097227
1639,192357.08293438965
1640,250477.0079810658
1641,189290.52559753627
1642,246280.63581416523
1643,213482.641163981
1644,242252.52072254266
1645,202480.39334509065
1646,151403.32049107947
1647,156800.40009203603
1648,132226.40488638307
1649,144236.15184676298
1650,112682.42645613363
1651,128204.29048180027
1652,100856.90510816181
1653,103119.74982297659
1654,145595.34744785156
1655,132633.90800912678
1656,142662.14507315512
1657,148947.52824525483
1658,146503.56483648316
1659,115089.60777045661
1660,166582.04827042448
1661,409134.3556304204
1662,391159.6814319462
1663,370728.96248582413
1664,417155.48284438427
1665,308906.7083695408
1666,325264.93305215763
1667,374772.2870904213
1668,345553.549590562
1669,305590.5377255811
1670,340845.2903063108
1671,258635.33912426868
1672,406412.26298238797
1673,299390.80478154623
1674,239466.32893189034
1675,204878.9415959841
1676,196728.71463970654
1677,218324.10653624966
1678,390239.62179289036
1679,375985.3681113197
1680,336501.1627754529
1681,260146.85836820008
1682,304098.92796762113
1683,188129.84259331843
1684,175723.0128162696
1685,181732.55502809538
1686,171201.94416697696
1687,173905.05811570358
1688,186843.8273326295
1689,199074.42935682437
1690,193948.01046150498
1691,186396.83009654848
1692,258047.1144296605
1693,170242.7254179285
1694,183849.4134747502
1695,163968.66477255066
1696,252442.76540094393
1697,167490.8239970476
1698,335277.213405314
1699,302600.7526887948
1700,253600.86384679092
1701,271409.5498911242
1702,233520.5893817634
1703,231923.18408780565
1704,262862.6907120474
1705,242496.08521037613
1706,353766.3209183933
1707,207203.50967612152
1708,203329.14330947035
1709,262191.18371292757
1710,226942.43342301072
1711,270191.0111546455
1712,251564.49853756253
1713,263557.2913254324
1714,218152.77167788186
1715,207170.81983865707
1716,182241.16762763655
1717,175180.85381398574
1718,139120.76101115986
1719,204155.57408948283
1720,234668.08946805593
1721,166963.49446683438
1722,132401.53575753994
1723,159647.15523724494
1724,198263.5274265769
1725,241461.04347477856
1726,194124.20703538973
1727,155415.88289667518
1728,173330.10389244056
1729,171846.48287605468
1730,159892.75285126915
1731,117838.22906482482
1732,121848.6075214415
1733,117685.67199493661
1734,125589.71726963005
1735,121731.81773290697
1736,107439.70684077179
1737,271311.23810729367
1738,249519.3494762893
1739,229790.82078874783
1740,209745.5883203387
1741,185753.79610084224
1742,175400.22416335915
1743,178447.97316086682
1744,312005.17167430127
1745,223422.01998525616
1746,192214.10327252437
1747,221984.4050008841
1748,223820.85441542615
1749,148636.8707282921
1750,123651.04254597201
1751,265442.74882063654
1752,118445.60926974303
1753,154830.51013516088
1754,199068.39986793717
1755,171763.37612036947
1756,123819.74430861435
1757,121639.51968026874
1758,149666.99851251976
1759,160270.65969602077
1760,169955.57174925908
1761,149868.6421765907
1762,189524.517014112
1763,184074.67949426966
1764,115192.31759019874
1765,167944.06387857872
1766,183914.15583686548
1767,213385.89940900618
1768,142414.1609398339
1769,167758.90571001358
1770,144965.29145232748
1771,129841.54007557909
1772,136800.4120385253
1773,132488.14957833648
1774,146492.79326382594
1775,136429.82653025817
1776,131279.87992451977
1777,105293.33014576117
1778,138362.87002431488
1779,125034.1087276867
1780,174306.4302202196
1781,129123.80611847094
1782,91305.16958794932
1783,150947.046601829
1784,115560.34476027862
1785,129516.1779216461
1786,145246.80680309673
1787,164218.68524959468
1788,72258.48469450658
1789,101832.1371957821
1790,83619.57666404216
1791,171018.2616629409
1792,163848.72529989743
1793,122027.76179605986
1794,148583.57239446507
1795,132084.79759586375
1796,136398.67763575425
1797,118729.85041516929
1798,122020.4916960584
1799,109039.29118076118
1800,139336.8586902381
1801,141268.98132789982
